Cliente;Direccion;Localidad;FechaComprobante;FechaEntrega;FechaCarga;NroComprobante;TipoDeVenta;Empresa;Codigo;CantBase;ImporteNetoItem;ImporteItem;RazonSocial;MotivoDevolucion;Descuento;CodVendedor;Vendedor;RutaPreventa;Articulo;NetoItem;Reparto;ComentarioInterno;Ramo;Subramo;PrecioCosto;Chofer;valorDescuento;Mon_Simbolo;Mon_Decimales;Proveedor;PesoKg;ImpuestoInterno;CondicionPago;FechaLiquidacion;ComboCodigo;Marca;Linea;Sabor;Calibre;Familia;Rubro;Tags;Promociones;SegmentoRentabilidad;CodSupervisor;NomSupervisor;Origen;ComprobanteReferencia;Etiqueta;VentaDirecta;NumeroVenta;Pendiente;ListaPrecio;Taxonomia;OrdenPreparacion;FechaPreparacion;Bodeguista;BodeguistaNombre
599;AV MITRE 266;Río Primero;2/4/2026;6/4/2026;2/4/2026;FAC-A0001-00042215;Venta;Empresa;35103;24;46433,52;56184,56;JALILES S.A.S.;;0,00%;6;PEYRONEL ANDREA;6050;SMIRNOFF ICE LATA 4X6X473;1934,73;3553;;TRADITIONAL TRADE;Kiosco/Maxikiosco;35530,56;DELGADO MAYCO JOAQUIN;0;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;7/4/2026 17:17;;Smirnoff Ice;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152722;0;Lista General;Kiosco/Maxikiosco - P;12283;2/4/2026;2;LESCANO FRANCO DARIO
273;25 DE MAYO 325;OBISPO TREJO;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042218;Venta;Empresa;30022;1170;6759238,59;8178678,69;FONTANA DANIEL OCTAVIO ;;15,00%;10;ORTEGA MILAGROS DESIREE;2020;SMIRNOFF RASPBERRY DO 6X700;5777,13;;;AWAY FROM HOME;Eventos;6264238,5;;1019,49;$;2;GRUPO PEÑAFLOR SA;819;0;Contado;2/4/2026 16:33;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;152839;0;Lista General;Eventos - A;;1/1/2000;;
273;25 DE MAYO 325;OBISPO TREJO;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042218;Venta;Empresa;30020;12;69325,52;83883,88;FONTANA DANIEL OCTAVIO ;;15,00%;10;ORTEGA MILAGROS DESIREE;2020;SMIRNOFF GREEN APPLE DO 6X700;5777,13;;;AWAY FROM HOME;Eventos;64248,6;;1019,49;$;2;GRUPO PEÑAFLOR SA;8,4;0;Contado;2/4/2026 16:33;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;152839;0;Lista General;Eventos - A;;1/1/2000;;
273;25 DE MAYO 325;OBISPO TREJO;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042218;Venta;Empresa;30131;102;589266,95;713013,01;FONTANA DANIEL OCTAVIO ;;15,00%;10;ORTEGA MILAGROS DESIREE;2020;SMIRNOFF TROPICAL FRUITS 6X700;5777,13;;;AWAY FROM HOME;Eventos;546113,1;;1019,49;$;2;GRUPO PEÑAFLOR SA;71,4;0;Contado;2/4/2026 16:33;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;152839;0;Lista General;Eventos - A;;1/1/2000;;
273;25 DE MAYO 325;OBISPO TREJO;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042218;Venta;Empresa;30019;12;62359,74;75455,29;FONTANA DANIEL OCTAVIO ;;15,00%;10;ORTEGA MILAGROS DESIREE;2020;SMIRNOFF 21 DO 12X700;5196,65;;;AWAY FROM HOME;Eventos;57821,88;;917,06;$;2;GRUPO PEÑAFLOR SA;8,4;0;Contado;2/4/2026 16:33;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;152839;0;Lista General;Eventos - A;;1/1/2000;;
8006;PUBLICA 0;SAN JAVIER;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042219;Venta;Empresa;74210;3;10100,62;12221,75;ARREGUIS CLAUDIA MARCELA;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;ALMA MORA MALBEC 6X750;3366,87;3557;;TRADITIONAL TRADE;Almacen/Despensa;8489,04;CHOFER VILLA DOLORES BEBIDA;332,99;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;Alma Mora;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152763;0;Lista General;Almacen/Despensa - P;12290;2/4/2026;BD-003;VILLAFAÑE MARIANO
8006;PUBLICA 0;SAN JAVIER;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042219;Venta;Empresa;71704;3;7460,35;9027,03;ARREGUIS CLAUDIA MARCELA;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;TRAPICHE ALARIS MALBEC 6X750;2486,78;3557;;TRADITIONAL TRADE;Almacen/Despensa;6461,37;CHOFER VILLA DOLORES BEBIDA;245,95;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;Alaris;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152763;0;Lista General;Almacen/Despensa - P;12290;2/4/2026;BD-003;VILLAFAÑE MARIANO
8006;PUBLICA 0;SAN JAVIER;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042219;Venta;Empresa;72859;3;7209,3;8723,26;ARREGUIS CLAUDIA MARCELA;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;F.LAS MORAS MALBEC 6X750;2403,1;3557;;TRADITIONAL TRADE;Almacen/Despensa;5931,72;CHOFER VILLA DOLORES BEBIDA;237,67;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;Finca Las Moras;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152763;0;Lista General;Almacen/Despensa - P;12290;2/4/2026;BD-003;VILLAFAÑE MARIANO
8006;PUBLICA 0;SAN JAVIER;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042219;Venta;Empresa;80010;3;8582,19;10384,45;ARREGUIS CLAUDIA MARCELA;;6,00%;9;SANCHEZ FERNANDO JAVIER;9005;LOS ARBOLES SEL MALBEC 6X750;2860,73;3557;;TRADITIONAL TRADE;Almacen/Despensa;7195,77;CHOFER VILLA DOLORES BEBIDA;182,6;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;Los Arboles;Medio Alto;No definido;;;Vinos del Año;Grupo Peñaflor,PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152763;0;Lista General;Almacen/Despensa - P;12290;2/4/2026;BD-003;VILLAFAÑE MARIANO
8006;PUBLICA 0;SAN JAVIER;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042219;Venta;Empresa;30022;3;18554,77;22451,27;ARREGUIS CLAUDIA MARCELA;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMIRNOFF RASPBERRY DO 6X700;6184,92;3557;;TRADITIONAL TRADE;Almacen/Despensa;16062,15;CHOFER VILLA DOLORES BEBIDA;611,7;$;2;GRUPO PEÑAFLOR SA;2,1;0;Contado;15/4/2026 16:48;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152763;0;Lista General;Almacen/Despensa - P;12290;2/4/2026;BD-003;VILLAFAÑE MARIANO
8006;PUBLICA 0;SAN JAVIER;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042219;Venta;Empresa;30020;3;18554,77;22451,27;ARREGUIS CLAUDIA MARCELA;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMIRNOFF GREEN APPLE DO 6X700;6184,92;3557;;TRADITIONAL TRADE;Almacen/Despensa;16062,15;CHOFER VILLA DOLORES BEBIDA;611,7;$;2;GRUPO PEÑAFLOR SA;2,1;0;Contado;15/4/2026 16:48;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152763;0;Lista General;Almacen/Despensa - P;12290;2/4/2026;BD-003;VILLAFAÑE MARIANO
1093;LIBERTADOR URQUIZA 0;La Paz;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042220;Venta;Empresa;71704;6;14756,74;17855,66;RAMIREZ LUISINA AINELEN;;10,00%;9;SANCHEZ FERNANDO JAVIER;9004;TRAPICHE ALARIS MALBEC 6X750;2459,46;3557;;TRADITIONAL TRADE;Autoservicio Tradicional;12922,74;CHOFER VILLA DOLORES BEBIDA;273,27;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;15/4/2026 16:48;;Alaris;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152785;0;Lista General;Autoservicio Tradicional - C;12311;2/4/2026;BD-003;VILLAFAÑE MARIANO
1093;LIBERTADOR URQUIZA 0;La Paz;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042220;Venta;Empresa;72859;3;7130,08;8627,4;RAMIREZ LUISINA AINELEN;;10,00%;9;SANCHEZ FERNANDO JAVIER;9004;F.LAS MORAS MALBEC 6X750;2376,69;3557;;TRADITIONAL TRADE;Autoservicio Tradicional;5931,72;CHOFER VILLA DOLORES BEBIDA;264,08;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;Finca Las Moras;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152785;0;Lista General;Autoservicio Tradicional - C;12311;2/4/2026;BD-003;VILLAFAÑE MARIANO
1093;LIBERTADOR URQUIZA 0;La Paz;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042220;Venta;Empresa;80010;3;8216,99;9942,56;RAMIREZ LUISINA AINELEN;;10,00%;9;SANCHEZ FERNANDO JAVIER;9004;LOS ARBOLES SEL MALBEC 6X750;2739;3557;;TRADITIONAL TRADE;Autoservicio Tradicional;7195,77;CHOFER VILLA DOLORES BEBIDA;304,33;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;Los Arboles;Medio Alto;No definido;;;Vinos del Año;Grupo Peñaflor,PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152785;0;Lista General;Autoservicio Tradicional - C;12311;2/4/2026;BD-003;VILLAFAÑE MARIANO
1093;LIBERTADOR URQUIZA 0;La Paz;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042220;Venta;Empresa;74726;3;10193,93;12334,66;RAMIREZ LUISINA AINELEN;;10,00%;9;SANCHEZ FERNANDO JAVIER;9004;ORIGEN BY TRAPICHE MALBEC 6X750;3397,98;3557;;TRADITIONAL TRADE;Autoservicio Tradicional;8667;CHOFER VILLA DOLORES BEBIDA;377,55;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;Trapiche Reserva;Alto;No definido;-No Definido-;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152785;0;Lista General;Autoservicio Tradicional - C;12311;2/4/2026;BD-003;VILLAFAÑE MARIANO
1093;LIBERTADOR URQUIZA 0;La Paz;2/4/2026;2/4/2026;2/4/2026;FAC-A0001-00042220;Venta;Empresa;74721;3;9168,04;11093,33;RAMIREZ LUISINA AINELEN;;10,00%;9;SANCHEZ FERNANDO JAVIER;9004;FAIR FOR LIFE MALBEC 6X750 ;3056,01;3557;;TRADITIONAL TRADE;Autoservicio Tradicional;7794,78;CHOFER VILLA DOLORES BEBIDA;339,56;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;15/4/2026 16:48;;FAIR FOR LIFE;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152785;0;Lista General;Autoservicio Tradicional - C;12311;2/4/2026;BD-003;VILLAFAÑE MARIANO
8084;BELGRANO ESQ YAPEYU 0;VILLA DOLORES;2/4/2026;2/4/2026;1/4/2026;FAC-A0001-00042221;Venta;Empresa;30022;18;111328,64;134707,65;MOLINA EDUARDO;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMIRNOFF RASPBERRY DO 6X700;6184,92;3558;;TRADITIONAL TRADE;Almacen/Despensa;96372,9;CHOFER VILLA DOLORES BEBIDA;611,7;$;2;GRUPO PEÑAFLOR SA;12,6;0;Contado;;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152699;1;Lista General;Almacen/Despensa - P;12291;2/4/2026;BD-003;VILLAFAÑE MARIANO
8084;BELGRANO ESQ YAPEYU 0;VILLA DOLORES;2/4/2026;2/4/2026;1/4/2026;FAC-A0001-00042221;Venta;Empresa;30020;6;37109,55;44902,55;MOLINA EDUARDO;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMIRNOFF GREEN APPLE DO 6X700;6184,92;3558;;TRADITIONAL TRADE;Almacen/Despensa;32124,3;CHOFER VILLA DOLORES BEBIDA;611,7;$;2;GRUPO PEÑAFLOR SA;4,2;0;Contado;;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152699;1;Lista General;Almacen/Despensa - P;12291;2/4/2026;BD-003;VILLAFAÑE MARIANO
8084;BELGRANO ESQ YAPEYU 0;VILLA DOLORES;2/4/2026;2/4/2026;1/4/2026;FAC-A0001-00042221;Venta;Empresa;35109;6;10969,88;13273,56;MOLINA EDUARDO;;10,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMF  BC GRAPEF&LIME  LATA 4X6X473;1828,31;3558;;TRADITIONAL TRADE;Almacen/Despensa;9326,7;CHOFER VILLA DOLORES BEBIDA;203,15;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;;;Smirnoff Ice Flavours;RTD (s);;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152699;1;Lista General;Almacen/Despensa - P;12291;2/4/2026;BD-003;VILLAFAÑE MARIANO
8084;BELGRANO ESQ YAPEYU 0;VILLA DOLORES;2/4/2026;2/4/2026;1/4/2026;FAC-A0001-00042221;Venta;Empresa;35108;6;10969,88;13273,56;MOLINA EDUARDO;;10,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMF BC RUBYORANGE&LIME LATA 4X6X473;1828,31;3558;;TRADITIONAL TRADE;Almacen/Despensa;9326,7;CHOFER VILLA DOLORES BEBIDA;203,15;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;;;Smirnoff Ice Flavours;RTD (S);;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152699;1;Lista General;Almacen/Despensa - P;12291;2/4/2026;BD-003;VILLAFAÑE MARIANO
8084;BELGRANO ESQ YAPEYU 0;VILLA DOLORES;2/4/2026;2/4/2026;1/4/2026;FAC-A0001-00042221;Venta;Empresa;74210;3;10211,61;12356,05;MOLINA EDUARDO;;8,00%;9;SANCHEZ FERNANDO JAVIER;9005;ALMA MORA MALBEC 6X750;3403,87;3558;;TRADITIONAL TRADE;Almacen/Despensa;8489,04;CHOFER VILLA DOLORES BEBIDA;295,99;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;;;Alma Mora;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152699;1;Lista General;Almacen/Despensa - P;12291;2/4/2026;BD-003;VILLAFAÑE MARIANO
8084;BELGRANO ESQ YAPEYU 0;VILLA DOLORES;2/4/2026;2/4/2026;1/4/2026;FAC-A0001-00042221;Venta;Empresa;71704;3;7542,33;9126,23;MOLINA EDUARDO;;8,00%;9;SANCHEZ FERNANDO JAVIER;9005;TRAPICHE ALARIS MALBEC 6X750;2514,11;3558;;TRADITIONAL TRADE;Almacen/Despensa;6461,37;CHOFER VILLA DOLORES BEBIDA;218,62;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;;;Alaris;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152699;1;Lista General;Almacen/Despensa - P;12291;2/4/2026;BD-003;VILLAFAÑE MARIANO
8084;BELGRANO ESQ YAPEYU 0;VILLA DOLORES;2/4/2026;2/4/2026;1/4/2026;FAC-A0001-00042221;Venta;Empresa;74188;3;7460,35;9027,03;MOLINA EDUARDO;;9,00%;9;SANCHEZ FERNANDO JAVIER;9005;TRAPICHE ALARIS DULCE COSECHA 6X750;2486,78;3558;;TRADITIONAL TRADE;Almacen/Despensa;6138,3;CHOFER VILLA DOLORES BEBIDA;245,95;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;;;Alaris;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;152699;1;Lista General;Almacen/Despensa - P;12291;2/4/2026;BD-003;VILLAFAÑE MARIANO
30064;G.L. CABRERA 246;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061107;Venta;P&P LOGISTICA S.R.L;30131;12;76665,87;92765,71;ANDRADA ROMINA PAOLA ;;6,00%;8;ALVAREZ VANESA  KAFF;8010;SMIRNOFF TROPICAL FRUITS 6X700;6388,82;3562;;TRADITIONAL TRADE;Almacen/Despensa;64248,6;ACOSTA FACUNDO;407,8;$;2;GRUPO PEÑAFLOR SA;8,4;0;Contado;7/4/2026 17:32;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152927;0;Lista General;Almacen/Despensa - P;12321;6/4/2026;2;LESCANO FRANCO DARIO
30064;G.L. CABRERA 246;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061108;Venta;P&P LOGISTICA S.R.L;35104;12;23216,76;28092,28;ANDRADA ROMINA PAOLA ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;SMF ICE GREENAPPLE LAT 4X6X473;1934,73;3562;;TRADITIONAL TRADE;Almacen/Despensa;17765,28;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;5,676;0;Contado;7/4/2026 17:32;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152928;0;Lista General;Almacen/Despensa - P;12321;6/4/2026;2;LESCANO FRANCO DARIO
30064;G.L. CABRERA 246;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061109;Venta;P&P LOGISTICA S.R.L;35105;24;46433,52;56184,56;ANDRADA ROMINA PAOLA ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;SMF ICE RED BERRIE LAT 4X6X473;1934,73;3562;;TRADITIONAL TRADE;Almacen/Despensa;35530,56;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;7/4/2026 17:32;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152929;0;Lista General;Almacen/Despensa - P;12321;6/4/2026;2;LESCANO FRANCO DARIO
30064;G.L. CABRERA 246;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061109;Venta;P&P LOGISTICA S.R.L;35104;12;23216,76;28092,28;ANDRADA ROMINA PAOLA ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;SMF ICE GREENAPPLE LAT 4X6X473;1934,73;3562;;TRADITIONAL TRADE;Almacen/Despensa;17765,28;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;5,676;0;Contado;7/4/2026 17:32;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152929;0;Lista General;Almacen/Despensa - P;12321;6/4/2026;2;LESCANO FRANCO DARIO
30068;RIVADAVIA 242;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061113;Venta;P&P LOGISTICA S.R.L;30065;6;38332,94;46382,85;VASCHETTI IGNACIO ;;6,00%;8;ALVAREZ VANESA  KAFF;8010;SMIRNOFF WATERMELON 6X700;6388,82;3562;;TRADITIONAL TRADE;Almacen/Despensa;32140,38;ACOSTA FACUNDO;407,8;$;2;GRUPO PEÑAFLOR SA;4,2;0;Contado;7/4/2026 17:32;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152963;0;Lista General;Almacen/Despensa - P;12325;6/4/2026;BD-003;VILLAFAÑE MARIANO
30068;RIVADAVIA 242;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061113;Venta;P&P LOGISTICA S.R.L;30131;6;38332,94;46382,85;VASCHETTI IGNACIO ;;6,00%;8;ALVAREZ VANESA  KAFF;8010;SMIRNOFF TROPICAL FRUITS 6X700;6388,82;3562;;TRADITIONAL TRADE;Almacen/Despensa;32124,3;ACOSTA FACUNDO;407,8;$;2;GRUPO PEÑAFLOR SA;4,2;0;Contado;7/4/2026 17:32;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152963;0;Lista General;Almacen/Despensa - P;12325;6/4/2026;BD-003;VILLAFAÑE MARIANO
30068;RIVADAVIA 242;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061114;Venta;P&P LOGISTICA S.R.L;35101;6;38332,94;46382,85;VASCHETTI IGNACIO ;;6,00%;8;ALVAREZ VANESA  KAFF;8010;SMIRNOFF BC ORANGE & LIME 6X700;6388,82;3562;;TRADITIONAL TRADE;Almacen/Despensa;32140,38;ACOSTA FACUNDO;407,8;$;2;GRUPO PEÑAFLOR SA;4,2;0;Contado;7/4/2026 17:32;;Smirnoff;Standard (S);No definido;;;Vodka;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152964;0;Lista General;Almacen/Despensa - P;12325;6/4/2026;BD-003;VILLAFAÑE MARIANO
698;GENERAL ROCA 99;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061118;Venta;P&P LOGISTICA S.R.L;30003;1;40947,85;49546,9;SALAMANCA JACOBO RAMIRO ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;JW BLACK LABEL 12x750;40947,85;3562;;VINOTECAS;VINOTECAS;29882,31;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;0,75;0;Contado;7/4/2026 17:32;;JW;Premium (S);No definido;;;Whisky;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152993;0;Lista General;VINOTECAS - P;12331;6/4/2026;BD-003;VILLAFAÑE MARIANO
698;GENERAL ROCA 99;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061118;Venta;P&P LOGISTICA S.R.L;30004;1;48718,78;58949,72;SALAMANCA JACOBO RAMIRO ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;JW BLACK LABEL 12x1000;48718,78;3562;;VINOTECAS;VINOTECAS;35553,26;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;1;0;Contado;7/4/2026 17:32;;JW;Premium (S);No definido;;;Whisky;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152993;0;Lista General;VINOTECAS - P;12331;6/4/2026;BD-003;VILLAFAÑE MARIANO
698;GENERAL ROCA 99;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061119;Venta;P&P LOGISTICA S.R.L;30048;1;36989,74;44757,59;SALAMANCA JACOBO RAMIRO ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;OLD PARR 12YO 12x750;36989,74;3562;;VINOTECAS;VINOTECAS;26993,82;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;0,75;0;Contado;7/4/2026 17:32;;JW;Premium (S);No definido;;;Whisky;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152994;0;Lista General;VINOTECAS - P;12331;6/4/2026;BD-003;VILLAFAÑE MARIANO
698;GENERAL ROCA 99;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061119;Venta;P&P LOGISTICA S.R.L;30075;5;44795,61;54202,68;SALAMANCA JACOBO RAMIRO ;;6,00%;8;ALVAREZ VANESA  KAFF;8010;GORDON´S GIN 6x700;8959,12;3562;;VINOTECAS;VINOTECAS;37559;ACOSTA FACUNDO;571,86;$;2;GRUPO PEÑAFLOR SA;3,5;0;Contado;7/4/2026 17:32;;Gordon´s;Standard (S);No definido;;;Gin;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152994;0;Lista General;VINOTECAS - P;12331;6/4/2026;BD-003;VILLAFAÑE MARIANO
698;GENERAL ROCA 99;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061120;Venta;P&P LOGISTICA S.R.L;30012;2;45798,5;55416,19;SALAMANCA JACOBO RAMIRO ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;BAILEYS NUEVA BOTELLA 12x750;22899,25;3562;;VINOTECAS;VINOTECAS;32814,48;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;1,5;0;Contado;7/4/2026 17:32;;Baileys;Premium (S);No definido;;;Licores;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152995;0;Lista General;VINOTECAS - P;12331;6/4/2026;BD-003;VILLAFAÑE MARIANO
698;GENERAL ROCA 99;LAS VARILLAS;6/4/2026;7/4/2026;6/4/2026;FAC-A0006-00061120;Venta;P&P LOGISTICA S.R.L;30010;1;17304,69;20938,67;SALAMANCA JACOBO RAMIRO ;;0,00%;8;ALVAREZ VANESA  KAFF;8010;J&B RARE 12X750;17304,69;3562;;VINOTECAS;VINOTECAS;13631,81;ACOSTA FACUNDO;0;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;7/4/2026 17:32;;#¿NOMBRE?;Whisky;;;;Whisky;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;152995;0;Lista General;VINOTECAS - P;12331;6/4/2026;BD-003;VILLAFAÑE MARIANO
