Cliente;Direccion;Localidad;FechaComprobante;FechaEntrega;FechaCarga;NroComprobante;TipoDeVenta;Empresa;Codigo;CantBase;ImporteNetoItem;ImporteItem;RazonSocial;MotivoDevolucion;Descuento;CodVendedor;Vendedor;RutaPreventa;Articulo;NetoItem;Reparto;ComentarioInterno;Ramo;Subramo;PrecioCosto;Chofer;valorDescuento;Mon_Simbolo;Mon_Decimales;Proveedor;PesoKg;ImpuestoInterno;CondicionPago;FechaLiquidacion;ComboCodigo;Marca;Linea;Sabor;Calibre;Familia;Rubro;Tags;Promociones;SegmentoRentabilidad;CodSupervisor;NomSupervisor;Origen;ComprobanteReferencia;Etiqueta;VentaDirecta;NumeroVenta;Pendiente;ListaPrecio;Taxonomia;OrdenPreparacion;FechaPreparacion;Bodeguistas;EtiquetaItem
30056;LIBERTADOR NORTE 1606;SAN FRANCISCO;18/6/2026;19/6/2026;18/6/2026;FAC-A0006-00067343;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;CONIGLIO DIEGO ALFONSO ;;5,00%;8;ALVAREZ VANESA  KAFF;8040;DADA LATA TINTO VERANO 4X6X355;1483,15;3994;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;15 días fecha de factura;22/6/2026 09:25;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167885;0;Lista General;Almacen/Despensa - P;13541;18/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
309;AV. DE LA UNIVERSIDAD 1973;San Francisco;18/6/2026;19/6/2026;18/6/2026;FAC-A0006-00067344;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;CONIGLIO FERRERO Y MARSILLOU MARTEK S.R.L.;;5,00%;8;ALVAREZ VANESA  KAFF;8040;DADA LATA TINTO VERANO 4X6X355;1483,15;3994;;AUTOSERVICIO;AUTOSERVICIO;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;15 días fecha de factura;22/6/2026 09:25;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167886;0;Lista General;AUTOSERVICIO - C;13541;18/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
30069;ALBERDI 278 0;LAS VARILLAS;18/6/2026;17/6/2026;18/6/2026;NCR-A0001-00002384;Devolución por Rechazo;Empresa;74884;-24;-35595,59;-43070,66;DIAZ LUCIANO;NO RECIBIO;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;TRADITIONAL TRADE;Autoservicio Tradicional;-29531,04;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;FAC-A0001-00046323;;True;167715;0;Lista General;Autoservicio Tradicional - P;;1/1/2000;;PENAFLOR GRUPO OBJETIVO
563;PASAJE MARCHIARO 1146;BRINKMANN;18/6/2026;19/6/2026;17/6/2026;FAC-A0001-00046615;Venta;Empresa;74884;6;8805,22;10654,32;LUDUEÑA ALEJANDRA DEL VALLE;;6,00%;4;GRIBAUDO ANGEL;4030;DADA LATA TINTO VERANO 4X6X355;1467,54;4002;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;CHOFER DE PRUEBA;93,67;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:54;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167461;0;Lista General;Almacen/Despensa - P;13529;18/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
20031;0;LA FRANCIA;19/6/2026;23/6/2026;19/6/2026;FAC-B0006-00014177;Venta;P&P LOGISTICA S.R.L;74884;6;8430,53;10200,95;TORRES MATIAS;;10,00%;20;DEPOSITO;22;DADA LATA TINTO VERANO 4X6X355;1405,09;;;Empleados;Empleados;7382,76;;156,12;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;;;Gescom;;;True;168053;1;Lista General;Empleados - C;;1/1/2000;;PENAFLOR GRUPO OBJETIVO
1241;SAN LUIS 657;Villa Concepción del Tío;19/6/2026;22/6/2026;18/6/2026;FAC-B0006-00014181;Venta;P&P LOGISTICA S.R.L;74884;12;17235,76;20855,27;GIGENA MARIA CRISTINA;;8,00%;10;ORTEGA MILAGROS DESIREE;1040;DADA LATA TINTO VERANO 4X6X355;1436,31;4011;;TRADITIONAL TRADE;Kiosco/Maxikiosco;14765,52;CHOFER DE PRUEBA;124,9;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;24/6/2026 08:17;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167871;0;Lista General;Kiosco/Maxikiosco - B;13555;19/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
1260;ANTONIO ARMANDO 599;El Tío;19/6/2026;22/6/2026;18/6/2026;FAC-B0006-00014189;Venta;P&P LOGISTICA S.R.L;74884;12;17235,76;20855,27;BURIASCO JESICA ROMINA;;8,00%;10;ORTEGA MILAGROS DESIREE;1040;DADA LATA TINTO VERANO 4X6X355;1436,31;4011;;TRADITIONAL TRADE;Kiosco/Maxikiosco;14765,52;CHOFER DE PRUEBA;124,9;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;24/6/2026 08:17;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167904;0;Lista General;Kiosco/Maxikiosco - B;13555;19/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
2353;COLON 150;TRANSITO;22/6/2026;23/6/2026;18/6/2026;FAC-A0006-00067524;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;11034,63;HONG CINTHIA;;5,00%;10;ORTEGA MILAGROS DESIREE;1051;DADA LATA TINTO VERANO 4X6X355;1483,15;4021;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;DELGADO MAYCO JOAQUIN;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;26/6/2026 13:40;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167703;0;Lista General;Autoservicio Tradicional - C;13578;19/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
30060;SAN MARTIN ESQ ESPAÑA 0;LAS VARILLAS;22/6/2026;23/6/2026;22/6/2026;FAC-A0006-00067555;Venta;P&P LOGISTICA S.R.L;74884;24;34756,32;42055,15;AIASSA MARICEL JUDITH;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1448,18;4022;;TRADITIONAL TRADE;Almacen/Despensa;28834,8;ACOSTA FACUNDO;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;26/6/2026 13:04;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;168375;0;Lista General;Almacen/Despensa - B;13587;22/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
161;PELLEGRINI 283;MORTEROS;22/6/2026;18/6/2026;22/6/2026;NCR-A0006-00009326;Devolución por Rechazo;P&P LOGISTICA S.R.L;74884;-6;-8898,9;-10767,67;YANDEN S.A.S;NO SALIO;5,00%;4;GRIBAUDO ANGEL;4010;DADA LATA TINTO VERANO 4X6X355;1483,15;3988;;TRADITIONAL TRADE;Autoservicio Tradicional;-7208,7;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:27;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;FAC-A0006-00067118;;True;168273;0;Lista General;Autoservicio Tradicional - C;;1/1/2000;;PENAFLOR GRUPO OBJETIVO
30;PJE RIO CUARTO 806;San Francisco;22/6/2026;17/6/2026;22/6/2026;NCR-A0001-00002399;Devolución por Rechazo;Empresa;74884;-6;-8898,9;-10767,67;AMANTINI MARICEL MARCELA;NO SALIO;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Almacen/Despensa;-7208,7;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;FAC-A0001-00046340;;True;168282;0;Lista General;Almacen/Despensa - P;;1/1/2000;;PENAFLOR GRUPO OBJETIVO
863;SALTA 3620;SAN FRANCISCO;22/6/2026;17/6/2026;22/6/2026;NCR-A0001-00002402;Devolución por Rechazo;Empresa;74884;-6;-8898,9;-10767,67;CACCHARELLI PAOLA ANDREA ;NO SALIO;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Kiosco/Maxikiosco;-7208,7;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;FAC-A0001-00046342;;True;168285;0;Lista General;Kiosco/Maxikiosco - A;;1/1/2000;;PENAFLOR GRUPO OBJETIVO
30011;CASEROS 1024;SAN FRANCISCO;22/6/2026;17/6/2026;22/6/2026;NCR-A0001-00002403;Devolución por Rechazo;Empresa;74884;-6;-8898,9;-10767,67;CHUN JIN ZHANG;NO SALIO;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Autoservicio Tradicional;-7208,7;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;FAC-A0001-00046351;;True;168286;0;Lista General;Autoservicio Tradicional - P;;1/1/2000;;PENAFLOR GRUPO OBJETIVO
437;25 DE MAYO 14;TRANSITO;22/6/2026;23/6/2026;18/6/2026;FAC-B0001-00013101;Venta;Empresa;74884;24;34471,52;41710,54;VICENTE MARIANELA;;8,00%;10;ORTEGA MILAGROS DESIREE;1051;DADA LATA TINTO VERANO 4X6X355;1436,31;4021;;TRADITIONAL TRADE;Almacen/Despensa;29531,04;DELGADO MAYCO JOAQUIN;124,9;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;26/6/2026 13:40;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167638;0;Lista General;Almacen/Despensa - A;13578;19/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
519;BV. ROCA 2950;SAN FRANCISCO;23/6/2026;24/6/2026;23/6/2026;FAC-A0001-00047035;Venta;Empresa;74884;6;8689,08;10513,79;WENZHI LI;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1448,18;4028;;TRADITIONAL TRADE;Autoservicio Tradicional;7208,7;BLAS ALMADA;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;26/6/2026 19:32;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;168638;0;Lista General;Autoservicio Tradicional - P;13628;23/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
863;SALTA 3620;SAN FRANCISCO;23/6/2026;24/6/2026;23/6/2026;FAC-A0001-00047038;Venta;Empresa;74884;6;8689,08;10513,79;CACCHARELLI PAOLA ANDREA ;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1448,18;4028;;TRADITIONAL TRADE;Kiosco/Maxikiosco;7208,7;BLAS ALMADA;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;26/6/2026 19:32;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;168678;0;Lista General;Kiosco/Maxikiosco - A;13625;23/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
1061;AV PERON 1955;ARROYITO;24/6/2026;25/6/2026;23/6/2026;FAC-A0006-00067744;Venta;P&P LOGISTICA S.R.L;74884;6;8689,08;10513,79;MOYA SIMON ARIEL;;5,00%;10;ORTEGA MILAGROS DESIREE;1020;DADA LATA TINTO VERANO 4X6X355;1448,18;4034;;TRADITIONAL TRADE;Kiosco/Maxikiosco;7208,7;DELGADO MAYCO JOAQUIN;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;26/6/2026 18:35;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;168628;0;Lista General;Kiosco/Maxikiosco - B;13638;23/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
886;Comuna de Giaveno 61;BRINKMANN;24/6/2026;25/6/2026;24/6/2026;FAC-A0006-00067825;Venta;P&P LOGISTICA S.R.L;74884;6;8597,62;10403,12;BUSTOS GERARDO GABRIEL ;;6,00%;4;GRIBAUDO ANGEL;4030;DADA LATA TINTO VERANO 4X6X355;1432,94;4043;;TRADITIONAL TRADE;Almacen/Despensa;7208,7;ACOSTA FACUNDO;91,46;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;26/6/2026 18:50;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;169430;0;Lista General;Almacen/Despensa - P;13663;24/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
172;25 DE MAYO ESQ 1 DE MAYO 0;San Francisco;25/6/2026;26/6/2026;25/6/2026;FAC-A0006-00067914;Venta;P&P LOGISTICA S.R.L;74884;6;8689,08;10513,79;GIORDANA ENELE GERMAN;;5,00%;8;ALVAREZ VANESA  KAFF;8040;DADA LATA TINTO VERANO 4X6X355;1448,18;4050;;AUTOSERVICIO;AUTOSERVICIO;7208,7;BLAS ALMADA;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;29/6/2026 13:15;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;169519;0;Lista General;AUTOSERVICIO - P;13670;25/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
1178;BV CORDOBA 249;La Francia;26/6/2026;27/6/2026;25/6/2026;FAC-A0006-00067959;Venta;P&P LOGISTICA S.R.L;74884;6;8689,08;10774,46;WANG JINHUA;;5,00%;10;ORTEGA MILAGROS DESIREE;1041;DADA LATA TINTO VERANO 4X6X355;1448,18;4055;;TRADITIONAL TRADE;Autoservicio Tradicional;7208,7;ACOSTA FACUNDO;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;30/6/2026 15:35;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;169530;0;Lista General;Autoservicio Tradicional - P;13689;26/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
997;AV DE MAYO 665;COLONIA SAN BARTOLOME;26/6/2026;27/6/2026;25/6/2026;FAC-B0006-00014287;Venta;P&P LOGISTICA S.R.L;74884;6;8689,08;10513,79;SOCIEDAD COSMOPOLITA DE SOCORROS  MUTUOS;;5,00%;10;ORTEGA MILAGROS DESIREE;1041;DADA LATA TINTO VERANO 4X6X355;1448,18;4055;;TRADITIONAL TRADE;Autoservicio Tradicional;7208,7;ACOSTA FACUNDO;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;30/6/2026 15:35;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;169477;0;Lista General;Autoservicio Tradicional - C;13689;26/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
30064;G.L. CABRERA 246;LAS VARILLAS;29/6/2026;30/6/2026;29/6/2026;FAC-A0001-00047815;Venta;Empresa;74884;12;17378,16;21027,57;ANDRADA ROMINA PAOLA ;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1448,18;4075;;TRADITIONAL TRADE;Almacen/Despensa;14417,4;ACOSTA FACUNDO;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;1/7/2026 10:38;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;170484;0;Lista General;Almacen/Despensa - P;13727;29/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
161;PELLEGRINI 283;MORTEROS;30/6/2026;30/6/2026;29/6/2026;FAC-A0006-00068281;Venta;P&P LOGISTICA S.R.L;74884;6;8597,62;10403,12;YANDEN S.A.S;;6,00%;4;GRIBAUDO ANGEL;4010;DADA LATA TINTO VERANO 4X6X355;1432,94;4081;;TRADITIONAL TRADE;Autoservicio Tradicional;7208,7;ACOSTA FACUNDO;91,46;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;1/7/2026 16:18;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;170607;0;Lista General;Autoservicio Tradicional - C;13746;29/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
1178;BV CORDOBA 249;La Francia;30/6/2026;27/6/2026;30/6/2026;NCR-A0006-00009459;Devolución por Rechazo;P&P LOGISTICA S.R.L;74884;-6;-8689,08;-10774,46;WANG JINHUA;NO PEDIDO;5,00%;10;ORTEGA MILAGROS DESIREE;1041;DADA LATA TINTO VERANO 4X6X355;1448,18;4055;;TRADITIONAL TRADE;Autoservicio Tradicional;-7208,7;ACOSTA FACUNDO;76,22;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;30/6/2026 15:35;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;FAC-A0006-00067959;;True;170996;0;Lista General;Autoservicio Tradicional - P;;1/1/2000;;PENAFLOR GRUPO OBJETIVO
